bg.png,MapChip01.png,
8,24,256,
256,256,
256,180,
1,
13,35,5,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0,50, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0,50, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0,50, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0,50, 0, 0, 0, 0,
 0, 0,50, 0, 0,27, 0, 0,50, 0, 0, 0, 0,
 0, 0,50,50, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0,50,50, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0,50,50, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0,50, 0, 0,50, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0,50,50, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0,50,50, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0,50, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0,27, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0,25, 0,27, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0,25,26,55,25, 0, 0, 0,
 0, 0, 0, 0, 0,25,27,26,25,27, 0, 0, 0,
 0, 0, 0, 0, 0,27,26,27,26,27, 0, 0, 0,
27, 0,25, 0, 0,27,26,27,26, 0, 0, 0, 0,
 0,27,25,26, 0, 0,27,26,27,26, 0, 0, 0,
 0,25,27,26, 0, 0,25,26,25,25, 0, 0, 0,
 0,25,27,27,26,27,25,27,26,25, 0, 0, 0,
27,26,27,27,26,25,27,27,25, 0, 0, 0, 0,
 0,27,26,27,27,25,27, 0,27, 0, 0, 0, 0,
 0,27,26,27,25,58, 0, 0, 0, 0, 0, 0, 0,
 0, 0,27,26,25,27, 0, 0, 0, 0, 0, 0, 0,
 0, 0,27,25,27, 0, 0,27, 0, 0, 0, 0, 0,
 0, 0, 0,27,27, 0, 0,58,27, 0, 0, 0, 0,
 0, 0, 0,27, 0, 0,27,26,27, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0,27,26,27, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0,27,26,27, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0,27,26,27, 0, 0,
 0, 0, 0, 0, 0, 0, 0,27,25, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0,27,25,27, 0, 0, 0,
27, 0,27, 0, 0, 0,27,25,27, 0, 0, 0, 0,
 0,27,27,27, 0, 0,27,25,26,27, 0, 0, 0,
 0,27,26,27, 0,27,25,27,26,27, 0, 0, 0,
 0,27,25,26,27,27,25,27,27,26,27, 0, 0,
27,25,27,26,27,25,27,27,27,26, 0, 0, 0,
 0,26,27,27,26,25,27,27, 0,27, 0, 0, 0,
 0,26,27,27,26,27,27, 0, 0, 0, 0, 0, 0,
 0, 0,26,27,27,26,27, 0, 0, 0, 0, 0, 0,
 0,27,26,27,25,27, 0, 0, 0, 0, 0, 0, 0,
 0,27, 0,26,25,27, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0,26,27, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0,27, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0,36, 0,36, 0, 0, 0, 0,
 0, 0, 0, 0, 0, 0,41,40,41,40, 0, 0, 0,
 0, 0, 0, 0, 0,41, 0,32, 0,23, 0, 0, 0,
 0, 0, 0, 0, 0,41, 0, 0, 0, 0,38, 0, 0,
36, 0,36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
39,40,41,40, 0, 0, 0, 0, 0, 0, 0, 0, 0,
